,SourcePatent,CitedPatent
9461,US8293223-B2,US6011000-A
9462,US8293223-B2,US6020469-A
9463,US8293223-B2,US6022540-A
9464,US8293223-B2,US6022743-A
9465,US8293223-B2,US6022848-A
9466,US8293223-B2,US6030836-A
9467,US8293223-B2,US6057123-A
9468,US8293223-B2,US6059968-A
9469,US8293223-B2,US6077708-A
9470,US8293223-B2,US6087113-A
9471,US8293223-B2,US6093531-A
9472,US8293223-B2,US6110739-A
9473,US8293223-B2,US6127135-A
9474,US8293223-B2,US6146888-A
9475,US8293223-B2,US20010005591-A1
9476,US8293223-B2,US20020102239-A1
9477,US8293223-B2,US20020123141-A1
9478,US8293223-B2,US20020132343-A1
9479,US8293223-B2,US20020160510-A1
9480,US8293223-B2,US20030032179-A1
9481,US8293223-B2,US20030044977-A1
9482,US8293223-B2,US20030180269-A1
9483,US8293223-B2,US20030187515-A1
9484,US8293223-B2,US20030235563-A1
9485,US8293223-B2,US20030235909-A1
9486,US8293223-B2,US20040018617-A1
9487,US8293223-B2,US20040028660-A1
9488,US8293223-B2,US20040048372-A1
9489,US8293223-B2,US20040048796-A1
9490,US8293223-B2,US20040107453-A1
9491,US8293223-B2,US20040136967-A1
9492,US8293223-B2,US20040161419-A1
9493,US8293223-B2,US20040171147-A1
9494,US8293223-B2,US20040180040-A1
9495,US8293223-B2,US20040219136-A1
9496,US8293223-B2,US20040229351-A1
9497,US8293223-B2,US20050019865-A1
9498,US8293223-B2,US20050019908-A1
9499,US8293223-B2,US20050032209-A1
9500,US8293223-B2,US20050037491-A1
9501,US8293223-B2,US20050042595-A1
9502,US8293223-B2,US20050054093-A1
9503,US8293223-B2,US20050054098-A1
9504,US8293223-B2,US20050058629-A1
9505,US8293223-B2,US20050058630-A1
9506,US8293223-B2,US20050058631-A1
9507,US8293223-B2,US20050074435-A1
9508,US8293223-B2,US20050085543-A1
9509,US8293223-B2,US20050089513-A1
9510,US8293223-B2,US20050112104-A1
9511,US8293223-B2,US20050118715-A1
9512,US8293223-B2,US20050124003-A1
9513,US8293223-B2,US20050143420-A1
9514,US8293223-B2,US20050148034-A1
9515,US8293223-B2,US20050148074-A1
9516,US8293223-B2,US20050176139-A1
9517,US8293223-B2,US20050181502-A1
9518,US8293223-B2,US20050186182-A1
9519,US8293223-B2,US20050233452-A1
9520,US8293223-B2,US20050239897-A1
9521,US8293223-B2,US20050266391-A1
9522,US8293223-B2,US20050272148-A1
9523,US8293223-B2,US20050276792-A1
9524,US8293223-B2,US20050282272-A1
9525,US8293223-B2,US20050283844-A1
9526,US8293223-B2,US20060008450-A1
9527,US8293223-B2,US20060060494-A1
9528,US8293223-B2,US20060078993-A1
9529,US8293223-B2,US20060153816-A1
9530,US8293223-B2,US20060153817-A1
9531,US8293223-B2,US20060153818-A1
9532,US8293223-B2,US20060154366-A1
9533,US8293223-B2,US20060154367-A1
9534,US8293223-B2,US20060166361-A1
9535,US8293223-B2,US20060171930-A1
9536,US8293223-B2,US20060188983-A1
9537,US8293223-B2,US20060222634-A1
9538,US8293223-B2,US20060233765-A1
9539,US8293223-B2,US20060233766-A1
9540,US8293223-B2,US20060234376-A1
9541,US8293223-B2,US20060263337-A1
9542,US8293223-B2,US20060281178-A1
9543,US8293223-B2,US20070020225-A1
9544,US8293223-B2,US20070021704-A1
9545,US8293223-B2,US20070021762-A1
9546,US8293223-B2,US20070038298-A1
9547,US8293223-B2,US20070041954-A1
9548,US8293223-B2,US20070043328-A1
9549,US8293223-B2,US20070053888-A1
9550,US8293223-B2,US20070092497-A1
9551,US8293223-B2,US20070134210-A1
9552,US8293223-B2,US20070190034-A1
9553,US8293223-B2,US20070190042-A1
9554,US8293223-B2,US20070275362-A1
9555,US8293223-B2,US20070292399-A1
9556,US8293223-B2,US20070292910-A1
9557,US8293223-B2,US20080032401-A1
9558,US8293223-B2,US20080044848-A1
9559,US8293223-B2,US20080069895-A1
9560,US8293223-B2,US20080131410-A1
9561,US8293223-B2,US20080131522-A1
9562,US8293223-B2,US20080131966-A1
9563,US8293223-B2,US20080152624-A1
9564,US8293223-B2,US20080152629-A1
9565,US8293223-B2,US20080175824-A1
9566,US8293223-B2,US20080181935-A1
9567,US8293223-B2,US20080181967-A1
9568,US8293223-B2,US20080206343-A1
9569,US8293223-B2,US20080208158-A1
9570,US8293223-B2,US20080213228-A1
9571,US8293223-B2,US20080226595-A1
9572,US8293223-B2,US20090053805-A1
9573,US8293223-B2,US20090104164-A1
9574,US8293223-B2,US20090126482-A1
9575,US8293223-B2,US20090136471-A1
9576,US8293223-B2,US20090142831-A1
9577,US8293223-B2,US20090226406-A1
9578,US8293223-B2,US20090252710-A1
9579,US8293223-B2,US20100047213-A1
9580,US8293223-B2,US20100047214-A1
9581,US8293223-B2,US20100047351-A1
9582,US8293223-B2,US20100120015-A1
9583,US8293223-B2,US20100124569-A1
9584,US8293223-B2,US20100143312-A1
9585,US8293223-B2,US20100172830-A1
9586,US8293223-B2,US20100183571-A1
9587,US8293223-B2,US20100260847-A1
9588,US8293223-B2,US20100291679-A1
9589,US8293223-B2,US20100297689-A1
9590,US8293223-B2,US20100323446-A1
9591,US8293223-B2,US20110003387-A1
9592,US8293223-B2,US20110206645-A1
9593,US8293223-B2,US20110217271-A1
9594,US8293223-B2,US20110217272-A1
9595,US8293223-B2,US20110223141-A1
9596,US8293223-B2,US20110250182-A1
9597,US8293223-B2,US20110250185-A1
9598,US8293223-B2,US20110280843-A1
9599,US8293223-B2,US20110280845-A1
9600,US8293223-B2,US20110280849-A1
9601,US8293223-B2,US20110311491-A1
9602,US8293223-B2,US20110318401-A1
9603,US8293223-B2,US20120020936-A1
9604,US8293223-B2,US20120034195-A1
9605,US8293223-B2,US20120058089-A1
9606,US8293223-B2,US6174333-B1
9607,US8293223-B2,US6179819-B1
9608,US8293223-B2,US6184035-B1
9609,US8293223-B2,US6190368-B1
9610,US8293223-B2,US6214369-B1
9611,US8293223-B2,US6224860-B1
9612,US8293223-B2,US6225119-B1
9613,US8293223-B2,US6227202-B1
9614,US8293223-B2,US6231880-B1
9615,US8293223-B2,US6239157-B1
9616,US8293223-B2,US6248587-B1
9617,US8293223-B2,US6251383-B1
9618,US8293223-B2,US6255112-B1
9619,US8293223-B2,US6261549-B1
9620,US8293223-B2,US6280718-B1
9621,US8293223-B2,US6281012-B1
9622,US8293223-B2,US6300314-B1
9623,US8293223-B2,US6306575-B1
9624,US8293223-B2,US6312950-B1
9625,US8293223-B2,US6322784-B1
9626,US8293223-B2,US6326019-B1
9627,US8293223-B2,US6326198-B1
9628,US8293223-B2,US6328765-B1
9629,US8293223-B2,US6328960-B1
9630,US8293223-B2,US6335195-B1
9631,US8293223-B2,US6337387-B1
9632,US8293223-B2,US6355239-B1
9633,US8293223-B2,US6368636-B1
9634,US8293223-B2,US6379953-B1
9635,US8293223-B2,US6387367-B1
9636,US8293223-B2,US6387369-B1
9637,US8293223-B2,US6455678-B1
9638,US8293223-B2,US6461615-B1
9639,US8293223-B2,US6461645-B1
9640,US8293223-B2,US6497875-B1
9641,US8293223-B2,US6541024-B1
9642,US8293223-B2,US6709864-B1
9643,US8293223-B2,US6338942-B2
9644,US8293223-B2,US6528245-B2
9645,US8293223-B2,US6685936-B2
9646,US8293223-B2,US6797269-B2
9647,US8293223-B2,US6835377-B2
9648,US8293223-B2,US6863900-B2
9649,US8293223-B2,US6875430-B2
9650,US8293223-B2,US7029666-B2
9651,US8293223-B2,US7045148-B2
9652,US8293223-B2,US7147626-B2
9653,US8293223-B2,US7244759-B2
9654,US8293223-B2,US7255879-B2
9655,US8293223-B2,US7311904-B2
9656,US8293223-B2,US7311905-B2
9657,US8293223-B2,US7468276-B2
9658,US8293223-B2,US7498171-B2
9659,US8293223-B2,US7638141-B2
9660,US8293223-B2,US7642091-B2
9661,US8293223-B2,US7682803-B2
9662,US8293223-B2,US7700090-B2
9663,US8293223-B2,US7875272-B2
9664,US8293223-B2,US7875273-B2
9665,US8293223-B2,US7909806-B2
9666,US8293223-B2,US7914779-B2
9667,US8293223-B2,US7928280-B2
9668,US8293223-B2,US7976836-B2
9669,US8293223-B2,US7993918-B2
9670,US8293223-B2,US8021876-B2
9671,US8293223-B2,US8057788-B2
9672,US8293223-B2,US8057789-B2
9673,US8293223-B2,US8071135-B2
9674,US8293223-B2,US8071376-B2
9675,US8293223-B2,US8105634-B2
9676,US8293223-B2,WO1990011354-A
9677,US8293223-B2,WO1991001140-A
9678,US8293223-B2,WO1991006667-A
9679,US8293223-B2,WO1993004169-A1
9680,US8293223-B2,WO1996034035-A1
9681,US8293223-B2,WO1996039101-A1
9682,US8293223-B2,WO1998037903-A1
9683,US8293223-B2,WO1999016864-A1
9684,US8293223-B2,WO2000017325-A1
9685,US8293223-B2,WO2000069335-A1
9686,US8293223-B2,WO2002046373-A1
9687,US8293223-B2,WO2002063962-A1
9688,US8293223-B2,WO2003086373-A1
9689,US8293223-B2,WO2005005592-A1
9690,US8293223-B2,WO2005105992-A1
9691,US8293223-B2,WO2007047465-A1
9692,US8293223-B2,WO2008100497-A1
9693,US8293223-B2,WO2012009422-A1
9694,US8293223-B2,WO1995022611-A2
9695,US8293223-B2,WO2000027999-A2
9696,US8293223-B2,WO2000073421-A2
9697,US8293223-B2,WO2001021767-A2
9698,US8293223-B2,WO2007079183-A2
9699,US8293223-B2,WO2008019148-A2
9700,US8293223-B2,WO2008051568-A2
9701,US8293223-B2,WO1999064566-A3
9702,US8293223-B2,WO2001093909-A3
9703,US8293223-B2,WO2002064755-A3
9704,US8293223-B2,WO2003042405-A3
9705,US8293223-B2,WO2003068937-A3
9706,US8293223-B2,WO2003087333-A3
9707,US8293223-B2,WO2003087392-A3
9708,US8293223-B2,WO2003089619-A3
9709,US8293223-B2,WO2003102151-A3
9710,US8293223-B2,WO2004047770-A3
9711,US8293223-B2,WO2004071283-A3
9712,US8293223-B2,WO2005042703-A3
9713,US8293223-B2,WO2005097190-A3
9714,US8293223-B2,WO2006015214-A3
9715,US8293223-B2,WO2007047468-A3
9716,US8435788-B2,CN1548529-A
9717,US8435788-B2,JP2003235549-A
9718,US8435788-B2,JP2005151907-A
9719,US8435788-B2,US4060081-A
9720,US8435788-B2,US4458678-A
9721,US8435788-B2,US4485097-A
9722,US8435788-B2,US4520821-A
9723,US8435788-B2,US5192312-A
9724,US8435788-B2,US5192553-A
9725,US8435788-B2,US5197985-A
9726,US8435788-B2,US5226914-A
9727,US8435788-B2,US5272071-A
9728,US8435788-B2,US5372581-A
9729,US8435788-B2,US5385901-A
9730,US8435788-B2,US5415665-A
9731,US8435788-B2,US5437994-A
9732,US8435788-B2,US5464764-A
9733,US8435788-B2,US5486359-A
9734,US8435788-B2,US5487992-A
9735,US8435788-B2,US5591625-A
9736,US8435788-B2,US5613982-A
9737,US8435788-B2,US5627059-A
9738,US8435788-B2,US5635386-A
9739,US8435788-B2,US5635387-A
9740,US8435788-B2,US5646043-A
9741,US8435788-B2,US5677139-A
9742,US8435788-B2,US5733542-A
9743,US8435788-B2,US5736396-A
9744,US8435788-B2,US5806529-A
9745,US8435788-B2,US5811094-A
9746,US8435788-B2,US5827740-A
9747,US8435788-B2,US5851984-A
9748,US8435788-B2,US5855619-A
9749,US8435788-B2,US5861315-A
9750,US8435788-B2,US5899936-A
9751,US8435788-B2,US5908784-A
9752,US8435788-B2,US5919702-A
9753,US8435788-B2,US5942225-A
9754,US8435788-B2,US5942496-A
9755,US8435788-B2,US5962325-A
9756,US8435788-B2,US6010696-A
9757,US8435788-B2,US6022540-A
9758,US8435788-B2,US6022743-A
9759,US8435788-B2,US6030836-A
9760,US8435788-B2,US6102871-A
9761,US8435788-B2,US20010005591-A1
9762,US8435788-B2,US20020102239-A1
9763,US8435788-B2,US20020123141-A1
9764,US8435788-B2,US20020160510-A1
9765,US8435788-B2,US20030032179-A1
9766,US8435788-B2,US20030044977-A1
9767,US8435788-B2,US20030109042-A1
9768,US8435788-B2,US20030180269-A1
9769,US8435788-B2,US20030187515-A1
9770,US8435788-B2,US20030235563-A1
9771,US8435788-B2,US20030235909-A1
9772,US8435788-B2,US20040018617-A1
9773,US8435788-B2,US20040028660-A1
9774,US8435788-B2,US20040048372-A1
9775,US8435788-B2,US20040048796-A1
9776,US8435788-B2,US20040107453-A1
9777,US8435788-B2,US20040136967-A1
9778,US8435788-B2,US20040161419-A1
9779,US8435788-B2,US20040171147-A1
9780,US8435788-B2,US20040180040-A1
9781,US8435788-B2,US20040219136-A1
9782,US8435788-B2,US20040229351-A1
9783,US8435788-B2,US20050019865-A1
9784,US8435788-B2,US20050019908-A1
9785,US8435788-B2,US20050032209-A1
9786,US8435788-B2,US20050037491-A1
9787,US8435788-B2,US20050042595-A1
9788,US8435788-B2,US20050054093-A1
9789,US8435788-B2,US20050054098-A1
9790,US8435788-B2,US20050058629-A1
9791,US8435788-B2,US20050058630-A1
9792,US8435788-B2,US20050058631-A1
9793,US8435788-B2,US20050074435-A1
9794,US8435788-B2,US20050085543-A1
9795,US8435788-B2,US20050089513-A1
9796,US8435788-B2,US20050112104-A1
9797,US8435788-B2,US20050118715-A1
9798,US8435788-B2,US20050124003-A1
9799,US8435788-B2,US20050143420-A1
9800,US8435788-B2,US20050148034-A1
9801,US8435788-B2,US20050148074-A1
9802,US8435788-B2,US20050176139-A1
9803,US8435788-B2,US20050181502-A1
9804,US8435788-B2,US20050186182-A1
9805,US8435788-B2,US20050233452-A1
9806,US8435788-B2,US20050239897-A1
9807,US8435788-B2,US20050266391-A1
9808,US8435788-B2,US20050272148-A1
9809,US8435788-B2,US20050276792-A1
9810,US8435788-B2,US20050282272-A1
9811,US8435788-B2,US20050283844-A1
9812,US8435788-B2,US20060008450-A1
9813,US8435788-B2,US20060060494-A1
9814,US8435788-B2,US20060078993-A1
9815,US8435788-B2,US20060153816-A1
9816,US8435788-B2,US20060153817-A1
9817,US8435788-B2,US20060153818-A1
9818,US8435788-B2,US20060154366-A1
9819,US8435788-B2,US20060154367-A1
9820,US8435788-B2,US20060166361-A1
9821,US8435788-B2,US20060171930-A1
9822,US8435788-B2,US20060188983-A1
9823,US8435788-B2,US20060222634-A1
9824,US8435788-B2,US20060233765-A1
9825,US8435788-B2,US20060233766-A1
9826,US8435788-B2,US20060234376-A1
9827,US8435788-B2,US20060263337-A1
9828,US8435788-B2,US20060281178-A1
9829,US8435788-B2,US20070020225-A1
9830,US8435788-B2,US20070021704-A1
9831,US8435788-B2,US20070021762-A1
9832,US8435788-B2,US20070038298-A1
9833,US8435788-B2,US20070043328-A1
9834,US8435788-B2,US20070053888-A1
9835,US8435788-B2,US20070092497-A1
9836,US8435788-B2,US20070134210-A1
9837,US8435788-B2,US20070190034-A1
9838,US8435788-B2,US20070190042-A1
9839,US8435788-B2,US20070275362-A1
9840,US8435788-B2,US20070292399-A1
9841,US8435788-B2,US20070292910-A1
9842,US8435788-B2,US20080032401-A1
9843,US8435788-B2,US20080044848-A1
9844,US8435788-B2,US20080069895-A1
9845,US8435788-B2,US20080131410-A1
9846,US8435788-B2,US20080131522-A1
9847,US8435788-B2,US20080131966-A1
9848,US8435788-B2,US20080152624-A1
9849,US8435788-B2,US20080152629-A1
9850,US8435788-B2,US20080175824-A1
9851,US8435788-B2,US20080181935-A1
9852,US8435788-B2,US20080181967-A1
9853,US8435788-B2,US20080206343-A1
9854,US8435788-B2,US20080208158-A1
9855,US8435788-B2,US20080213228-A1
9856,US8435788-B2,US20080226595-A1
9857,US8435788-B2,US20090053805-A1
9858,US8435788-B2,US20090104164-A1
9859,US8435788-B2,US20090136471-A1
9860,US8435788-B2,US20090142831-A1
9861,US8435788-B2,US20090226406-A1
9862,US8435788-B2,US20090252710-A1
9863,US8435788-B2,US20100047213-A1
9864,US8435788-B2,US20100047214-A1
9865,US8435788-B2,US20100047351-A1
9866,US8435788-B2,US20100120015-A1
9867,US8435788-B2,US20100124569-A1
9868,US8435788-B2,US20100143312-A1
9869,US8435788-B2,US20100172830-A1
9870,US8435788-B2,US20100183571-A1
9871,US8435788-B2,US20100260847-A1
9872,US8435788-B2,US20100291679-A1
9873,US8435788-B2,US20100297689-A1
9874,US8435788-B2,US20100323446-A1
9875,US8435788-B2,US20110003387-A1
9876,US8435788-B2,US20110206645-A1
9877,US8435788-B2,US20110217271-A1
9878,US8435788-B2,US20110217272-A1
9879,US8435788-B2,US20110223141-A1
9880,US8435788-B2,US20110250182-A1
9881,US8435788-B2,US20110250185-A1
9882,US8435788-B2,US20110280843-A1
9883,US8435788-B2,US20110280845-A1
9884,US8435788-B2,US20110280849-A1
9885,US8435788-B2,US20110311491-A1
9886,US8435788-B2,US20110318401-A1
9887,US8435788-B2,US20120020936-A1
9888,US8435788-B2,US20120034195-A1
9889,US8435788-B2,US20120058089-A1
9890,US8435788-B2,US20120121550-A1
9891,US8435788-B2,US20120148553-A1
9892,US8435788-B2,US20120171160-A1
9893,US8435788-B2,US20120171161-A1
9894,US8435788-B2,US20120171295-A1
9895,US8435788-B2,US20120230959-A1
9896,US8435788-B2,US6174333-B1
9897,US8435788-B2,US6225119-B1
9898,US8435788-B2,US6239157-B1
9899,US8435788-B2,US6255112-B1
9900,US8435788-B2,US6261549-B1
9901,US8435788-B2,US6281012-B1
9902,US8435788-B2,US6322784-B1
9903,US8435788-B2,US6326198-B1
9904,US8435788-B2,US6328762-B1
9905,US8435788-B2,US6328960-B1
9906,US8435788-B2,US6337387-B1
9907,US8435788-B2,US6355239-B1
9908,US8435788-B2,US6358737-B1
9909,US8435788-B2,US6368636-B1
9910,US8435788-B2,US6379953-B1
9911,US8435788-B2,US6387367-B1
9912,US8435788-B2,US6387369-B1
9913,US8435788-B2,US6461615-B1
9914,US8435788-B2,US6497875-B1
9915,US8435788-B2,US6541024-B1
9916,US8435788-B2,US6548299-B1
9917,US8435788-B2,US6709864-B1
9918,US8435788-B2,US6800480-B1
9919,US8435788-B2,US6875607-B1
9920,US8435788-B2,US6338942-B2
9921,US8435788-B2,US6685936-B2
9922,US8435788-B2,US6753181-B2
9923,US8435788-B2,US6797269-B2
9924,US8435788-B2,US6835377-B2
9925,US8435788-B2,US6863900-B2
9926,US8435788-B2,US6875430-B2
9927,US8435788-B2,US7029666-B2
9928,US8435788-B2,US7045148-B2
9929,US8435788-B2,US7147626-B2
9930,US8435788-B2,US7244759-B2
9931,US8435788-B2,US7255879-B2
9932,US8435788-B2,US7311904-B2
9933,US8435788-B2,US7311905-B2
9934,US8435788-B2,US7410773-B2
9935,US8435788-B2,US7455983-B2
9936,US8435788-B2,US7468276-B2
9937,US8435788-B2,US7498171-B2
9938,US8435788-B2,US7638141-B2
9939,US8435788-B2,US7682803-B2
9940,US8435788-B2,US7700090-B2
9941,US8435788-B2,US7909806-B2
9942,US8435788-B2,US7914779-B2
9943,US8435788-B2,US7928280-B2
9944,US8435788-B2,US7976836-B2
9945,US8435788-B2,US7993918-B2
9946,US8435788-B2,US8057788-B2
9947,US8435788-B2,US8057789-B2
9948,US8435788-B2,US8071135-B2
9949,US8435788-B2,US8071376-B2
9950,US8435788-B2,US8105634-B2
9951,US8435788-B2,US8202703-B2
9952,US8435788-B2,US8263065-B2
9953,US8435788-B2,WO1990011354-A
9954,US8435788-B2,WO1991001140-A
9955,US8435788-B2,WO1991006666-A
9956,US8435788-B2,WO1991006667-A
9957,US8435788-B2,WO1993004169-A1
9958,US8435788-B2,WO1996032905-A1
9959,US8435788-B2,WO1996034035-A1
9960,US8435788-B2,WO1996039101-A1
9961,US8435788-B2,WO1998037903-A1
9962,US8435788-B2,WO1999003973-A1
9963,US8435788-B2,WO1999065470-A1
9964,US8435788-B2,WO2000017325-A1
9965,US8435788-B2,WO2005105992-A1
9966,US8435788-B2,WO2008100497-A1
9967,US8435788-B2,WO1995022611-A2
9968,US8435788-B2,WO2000027999-A2
9969,US8435788-B2,WO2000073421-A2
9970,US8435788-B2,WO2008051568-A2
9971,US8435788-B2,WO1999064566-A3
9972,US8435788-B2,WO2001093909-A3
9973,US8435788-B2,WO2002064755-A3
9974,US8435788-B2,WO2003102151-A3
9975,US8435788-B2,WO2005042703-A3
9976,US8435788-B2,WO2006015214-A3
9977,US8435788-B2,WO2007047468-A3
9978,EP2314673-B1,WO2002046373-A1
9979,EP2314673-B1,WO2000073421-A2
9980,EP2314673-B1,WO2003042405-A3
9981,EP2336301-B1,WO2002046373-A1
9982,EP2336301-B1,WO2000073421-A2
9983,EP2336301-B1,WO2003042405-A3
9984,EP1362095-B1,WO1998037903-A1
9985,EP1362095-B1,WO2002046373-A1
9986,EP1362095-B1,WO2002063962-A1
9987,EP1362095-B1,WO2000073421-A2
9988,EP1362095-B1,WO2003042405-A3
9989,EP2316918-B1,WO2002046373-A1
9990,EP2316918-B1,WO2000073421-A2
9991,EP2316918-B1,WO2003042405-A3
9992,EP2336300-B1,WO2002046373-A1
9993,EP2336300-B1,WO2000073421-A2
9994,EP2336300-B1,WO2003042405-A3
9995,EP2316919-B1,WO2002046373-A1
9996,EP2316919-B1,WO2000073421-A2
9997,EP2316919-B1,WO2003042405-A3
9998,WO200261424-A3,WO1999047922-A2
9999,WO200261424-A3,WO2001007891-A2
10000,WO200261424-A3,WO2001043869-A2
10001,US6756200-B2,US5786146-A
10002,US6756200-B2,US6017704-A
10003,US6756200-B2,US6200756-B1
10004,US6642019-B1,US4988623-A
10005,US6642019-B1,US5026650-A
10006,US6642019-B1,US5153131-A
10007,US6642019-B1,US5153132-A
10008,US6642019-B1,US5153133-A
10009,US6642019-B1,US5155034-A
10010,US6642019-B1,US5155035-A
10011,US6642019-B1,US5308764-A
10012,US6642019-B1,US5330908-A
10013,US6642019-B1,US5376548-A
10014,US6642019-B1,US5437998-A
10015,US6642019-B1,US5449617-A
10016,US6642019-B1,US5523228-A
10017,US6642019-B1,US5605835-A
10018,US6642019-B1,US5622857-A
10019,US6642019-B1,US5665594-A
10020,US6642019-B1,US5688687-A
10021,US6642019-B1,US5702941-A
10022,US6642019-B1,US5763279-A
10023,US6642019-B1,US5989913-A
10024,US6642019-B1,US6001642-A
10025,US2004097709-A1,US976977-A
10026,US2004097709-A1,US5171505-A
10027,EP1327014-B1,DE19841649-A1
10028,EP1327014-B1,EP488687-A2
10029,EP1327014-B1,US976977-A
10030,US7285637-B2,DE19841649-A1
10031,US7285637-B2,EP488687-A2
10032,US7285637-B2,US976977-A
10033,US7285637-B2,US5171505-A
10034,FR2807765-A1,EP499932-A1
10035,FR2807765-A1,EP552380-A1
10036,FR2807765-A1,EP470681-A3
10037,FR2807765-A1,WO1988008448-A
10038,FR2807765-A1,WO1992014814-A1
10039,FR2807765-A1,WO1996012510-A1
10040,EP1280888-A1,EP1095967-A1
10041,WO200134183-A3,EP305097-A
10042,WO200134183-A3,EP353772-A
10043,WO200134183-A3,EP803248-A2
10044,WO200134183-A3,FR2726187-A1
10045,WO200134183-A3,US5037816-A
10046,WO200134183-A3,WO1992013551-A1
10047,WO200134183-A3,WO1999023106-A1
10048,WO200134183-A3,WO2000004169-A1
10049,WO200134183-A3,WO1999010504-A2
10050,US6414036-B1,DE1692045-A
10051,US6414036-B1,DE3511862-A
10052,US6414036-B1,EP424534-A
10053,US6414036-B1,FR2467601-A
10054,US6414036-B1,FR2616327-A
10055,US6414036-B1,FR2618670-A
10056,US6414036-B1,FR2625677-A
10057,US6414036-B1,FR2706770-A1
10058,US6414036-B1,FR2715848-A1
10059,US6414036-B1,GB916439-A
10060,US6414036-B1,JP53066420-A
10061,US6414036-B1,JP57056416-A
10062,US6414036-B1,JP59029620-A
10063,US6414036-B1,KR9402650-B1
10064,US6414036-B1,RO108766-A
10065,US6414036-B1,RU2007177-C1
10066,US6414036-B1,RU2008013-C1
10067,US6414036-B1,RU2013094-C1
10068,US6414036-B1,SU1796188-A1
10069,US6414036-B1,SU1837887-A3
10070,US6414036-B1,US3692916-A
10071,US6414036-B1,US3966779-A
10072,US6414036-B1,US4130638-A
10073,US6414036-B1,US4380506-A
10074,US6414036-B1,US4985465-A
10075,US6414036-B1,US4992276-A
10076,US6414036-B1,US5061491-A
10077,US6414036-B1,US5158774-A
10078,US6414036-B1,US5733530-A
10079,US6414036-B1,US5801153-A
10080,US6414036-B1,US5891422-A
10081,US6414036-B1,US5955086-A
10082,US6414036-B1,US5965518-A
10083,US6414036-B1,US5980903-A
10084,US6414036-B1,US5990178-A
10085,US6414036-B1,US6010993-A
10086,US6414036-B1,US6106838-A
10087,US6414036-B1,WO1997001348-A1
10088,US6414036-B1,WO1996037210-A2
10089,US6414036-B1,RO80355-A
10090,EP1207865-B1,GB916439-A
10091,EP1207865-B1,US5891422-A
10092,US6649660-B2,DE1692045-A
10093,US6649660-B2,DE3511862-A
10094,US6649660-B2,EP424534-A
10095,US6649660-B2,EP904780-A1
10096,US6649660-B2,FR2467601-A
10097,US6649660-B2,FR2616327-A
10098,US6649660-B2,FR2625677-A
10099,US6649660-B2,FR2706770-A1
10100,US6649660-B2,FR2715848-A1
10101,US6649660-B2,GB916439-A
10102,US6649660-B2,JP53066420-A
10103,US6649660-B2,JP57056416-A
10104,US6649660-B2,JP59029620-A
10105,US6649660-B2,KR9402650-B1
10106,US6649660-B2,RO108766-B1
10107,US6649660-B2,RU2007177-C1
10108,US6649660-B2,RU2008013-C1
10109,US6649660-B2,RU2013094-C1
10110,US6649660-B2,SU1796188-A1
10111,US6649660-B2,SU1837887-A3
10112,US6649660-B2,US3692916-A
10113,US6649660-B2,US3966779-A
10114,US6649660-B2,US4130638-A
10115,US6649660-B2,US4380506-A
10116,US6649660-B2,US4985465-A
10117,US6649660-B2,US4992276-A
10118,US6649660-B2,US5061491-A
10119,US6649660-B2,US5158774-A
